Filename,Folder_Path,Ground_Truth_Folder,Predicted_Dept,Predicted_Desc,Confidence,Status
838.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\838.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,74.92%,MISMATCH
8385.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8385.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,66.11%,MATCH
8387.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8387.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,57.90%,LOW_CONFIDENCE
839.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\839.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,48.51%,LOW_CONFIDENCE
8397.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8397.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,76.47%,MATCH
8403.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8403.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,50.50%,LOW_CONFIDENCE
8405.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8405.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,79.15%,MATCH
8414.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8414.jpg",Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,46.06%,LOW_CONFIDENCE
8417.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8417.jpg",Air_Pollution,Public Health Dept,A photo of dead animal on street,56.53%,LOW_CONFIDENCE
8419.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8419.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,98.43%,MISMATCH
8432.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8432.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,46.11%,LOW_CONFIDENCE
8434.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8434.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,50.13%,LOW_CONFIDENCE
8435.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8435.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,49.76%,LOW_CONFIDENCE
8436.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8436.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,44.97%,LOW_CONFIDENCE
8438.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8438.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.48%,MISMATCH
8439.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8439.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,44.44%,LOW_CONFIDENCE
8442.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8442.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,83.59%,MISMATCH
8443.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8443.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,70.28%,MISMATCH
8446.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8446.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,76.59%,MATCH
8447.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8447.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,92.96%,MISMATCH
8448.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8448.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,31.75%,LOW_CONFIDENCE
8450.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8450.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,26.78%,LOW_CONFIDENCE
8452.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8452.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,50.96%,LOW_CONFIDENCE
8453.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8453.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,47.73%,LOW_CONFIDENCE
8456.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8456.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,53.57%,LOW_CONFIDENCE
8457.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8457.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,60.53%,MATCH
846.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\846.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,63.08%,MATCH
847.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\847.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,73.01%,MISMATCH
8470.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8470.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,79.83%,MATCH
848.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\848.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,94.98%,MATCH
8480.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8480.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,79.36%,MATCH
8482.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8482.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,56.99%,LOW_CONFIDENCE
8491.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8491.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,77.80%,MISMATCH
8494.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8494.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,40.83%,LOW_CONFIDENCE
8496.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8496.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,75.97%,MISMATCH
8498.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8498.jpg",Air_Pollution,Drainage Dept,A photo of water logging or flooded street,77.06%,MISMATCH
85.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\85.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,65.23%,MATCH
8500.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8500.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,48.55%,LOW_CONFIDENCE
8515.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8515.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,97.30%,MISMATCH
8528.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8528.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,71.34%,MATCH
8532.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8532.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,73.05%,MISMATCH
8535.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8535.jpg",Air_Pollution,Public Health Dept,A photo of dead animal on street,96.01%,MISMATCH
8539.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8539.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,53.66%,LOW_CONFIDENCE
8545.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8545.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,45.34%,LOW_CONFIDENCE
8548.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8548.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,99.84%,MISMATCH
8551.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8551.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,90.54%,MISMATCH
8552.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8552.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,75.84%,MISMATCH
8553.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8553.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,91.80%,MISMATCH
8556.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8556.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,93.78%,MISMATCH
8558.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8558.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,48.59%,LOW_CONFIDENCE
8560.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8560.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.73%,MISMATCH
8575.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8575.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,91.27%,MISMATCH
8576.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8576.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,92.91%,MISMATCH
8579.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8579.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,51.03%,LOW_CONFIDENCE
8589.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8589.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,86.02%,MISMATCH
8591.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8591.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,43.33%,LOW_CONFIDENCE
8594.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8594.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,89.37%,MATCH
8598.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8598.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,88.89%,MATCH
8605.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8605.jpg",Air_Pollution,Public Health Dept,A photo of dead animal on street,71.70%,MISMATCH
8606.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8606.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,51.23%,LOW_CONFIDENCE
8607.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8607.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,52.36%,LOW_CONFIDENCE
8608.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8608.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,97.45%,MISMATCH
8608_1.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8608_1.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,51.78%,LOW_CONFIDENCE
8610.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8610.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,89.20%,MISMATCH
8610_1.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8610_1.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,41.79%,LOW_CONFIDENCE
8616.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8616.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,96.00%,MISMATCH
8618.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8618.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,23.71%,LOW_CONFIDENCE
8618_1.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8618_1.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,91.13%,MATCH
8619.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8619.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,94.57%,MATCH
8621.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8621.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,97.97%,MISMATCH
8625.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8625.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,97.26%,MISMATCH
8627.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8627.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,95.40%,MISMATCH
8632.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8632.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,83.95%,MISMATCH
8640.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8640.jpg",Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,86.34%,MISMATCH
8643.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8643.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,76.06%,MATCH
8645.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8645.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,36.35%,LOW_CONFIDENCE
8645_1.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8645_1.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,77.68%,MISMATCH
8649.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8649.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,53.16%,LOW_CONFIDENCE
8651.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8651.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,49.89%,LOW_CONFIDENCE
8652.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8652.jpg",Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,75.82%,MISMATCH
8656.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8656.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,89.41%,MATCH
8658.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8658.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,35.80%,LOW_CONFIDENCE
8658_1.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8658_1.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,67.24%,MISMATCH
8667.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8667.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,79.62%,MATCH
8674.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8674.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,60.98%,MATCH
8676.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8676.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,73.84%,MATCH
8678.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8678.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,91.49%,MATCH
8679.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8679.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,81.85%,MATCH
8683.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8683.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,50.91%,LOW_CONFIDENCE
8684.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8684.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,77.52%,MISMATCH
8693.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8693.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,93.09%,MATCH
8694.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8694.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,47.72%,LOW_CONFIDENCE
8695.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8695.jpg",Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,79.96%,MISMATCH
8696.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8696.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,46.04%,LOW_CONFIDENCE
8697.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8697.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,87.53%,MATCH
8697_1.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8697_1.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,79.48%,MISMATCH
8701.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8701.jpg",Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,48.08%,LOW_CONFIDENCE
8705.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8705.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,53.28%,LOW_CONFIDENCE
8710.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8710.jpg",Air_Pollution,Electricity Dept,A photo of an open transformer,54.68%,LOW_CONFIDENCE
8718.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8718.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,89.93%,MATCH
8719.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8719.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.58%,MISMATCH
8722.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8722.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,80.24%,MISMATCH
8725.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8725.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,61.89%,MATCH
8735.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8735.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,98.62%,MATCH
8736.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8736.jpg",Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,26.37%,LOW_CONFIDENCE
8747.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8747.jpg",Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,48.90%,LOW_CONFIDENCE
8751.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8751.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,65.39%,MATCH
8758.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8758.jpg",Air_Pollution,Public Health Dept,A photo of dead animal on street,30.23%,LOW_CONFIDENCE
8764.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8764.jpg",Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,46.93%,LOW_CONFIDENCE
8772.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8772.jpg",Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,87.11%,MISMATCH
8773.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8773.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,79.68%,MATCH
8776.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8776.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,98.95%,MISMATCH
8778.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8778.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,56.22%,LOW_CONFIDENCE
8779.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8779.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,93.55%,MATCH
8780.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8780.jpg",Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,66.64%,MISMATCH
8782.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8782.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,74.70%,MISMATCH
8785.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8785.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,91.29%,MATCH
8786.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8786.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,46.17%,LOW_CONFIDENCE
8788.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8788.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,35.54%,LOW_CONFIDENCE
8792.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8792.jpg",Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,30.96%,LOW_CONFIDENCE
8793.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8793.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,52.65%,LOW_CONFIDENCE
8793_1.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8793_1.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,70.25%,MATCH
8794.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8794.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,74.64%,MISMATCH
8797.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8797.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,57.92%,LOW_CONFIDENCE
8805.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8805.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,55.87%,LOW_CONFIDENCE
8806.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8806.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,68.20%,MATCH
8807.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8807.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,91.08%,MATCH
8809.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8809.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,51.34%,LOW_CONFIDENCE
881.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\881.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,42.03%,LOW_CONFIDENCE
8814.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8814.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,87.63%,MATCH
8815.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\8815.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,62.63%,MATCH
