Filename,Folder_Path,Ground_Truth_Folder,Predicted_Dept,Predicted_Desc,Confidence,Status
14036.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14036.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of a broken road or pothole,40.11%,LOW_CONFIDENCE
14112.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14112.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,40.21%,LOW_CONFIDENCE
14118.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14118.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,56.12%,LOW_CONFIDENCE
1412.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1412.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,57.68%,LOW_CONFIDENCE
14141.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14141.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,73.81%,MISMATCH
14173.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14173.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,75.95%,MISMATCH
1422.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1422.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,41.74%,LOW_CONFIDENCE
14329.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14329.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,44.09%,LOW_CONFIDENCE
14353.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14353.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,56.12%,LOW_CONFIDENCE
14360.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14360.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,72.57%,MISMATCH
14379.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14379.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Public Health Dept,A photo of dead animal on street,94.07%,MISMATCH
14413.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14413.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,71.34%,MISMATCH
14415.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14415.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,71.34%,MISMATCH
14458.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14458.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,21.27%,LOW_CONFIDENCE
14495.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14495.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of water logging or flooded street,41.66%,LOW_CONFIDENCE
14513.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14513.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Electricity Dept,A photo of a broken street light,46.99%,LOW_CONFIDENCE
14535.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14535.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,88.94%,MISMATCH
14537.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14537.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,52.50%,LOW_CONFIDENCE
14606.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14606.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Public Health Dept,A photo of dead animal on street,75.20%,MISMATCH
14609.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14609.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,50.67%,LOW_CONFIDENCE
14680.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14680.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,54.68%,LOW_CONFIDENCE
14686.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14686.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,56.59%,LOW_CONFIDENCE
14736.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14736.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Public Health Dept,A photo of dead animal on street,88.04%,MISMATCH
14760.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14760.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,55.03%,LOW_CONFIDENCE
14811.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14811.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,37.36%,LOW_CONFIDENCE
14816.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14816.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,67.48%,MISMATCH
14910.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14910.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,70.14%,MISMATCH
14915.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14915.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,37.01%,LOW_CONFIDENCE
14919.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14919.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of a blocked drain or sewer,38.39%,LOW_CONFIDENCE
14953.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14953.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,77.82%,MISMATCH
14980.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\14980.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,40.21%,LOW_CONFIDENCE
15029.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15029.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,67.48%,MISMATCH
15040.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15040.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,26.82%,LOW_CONFIDENCE
15056.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15056.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,39.10%,LOW_CONFIDENCE
15074.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15074.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,27.42%,LOW_CONFIDENCE
15167.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15167.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of water logging or flooded street,54.98%,LOW_CONFIDENCE
15196.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15196.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,91.73%,MISMATCH
15222.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15222.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of a blocked drain or sewer,36.49%,LOW_CONFIDENCE
15316.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15316.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,71.22%,MISMATCH
15335.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15335.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of construction material dumped on road,51.98%,LOW_CONFIDENCE
15356.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15356.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of a blocked drain or sewer,31.67%,LOW_CONFIDENCE
15358.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15358.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,92.19%,MISMATCH
15359.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15359.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,45.09%,LOW_CONFIDENCE
15360.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15360.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,38.66%,LOW_CONFIDENCE
15375.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15375.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,89.34%,MISMATCH
15395.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15395.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Public Health Dept,A photo of dead animal on street,28.76%,LOW_CONFIDENCE
15410.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15410.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,40.62%,LOW_CONFIDENCE
15419.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15419.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,70.34%,MISMATCH
15437.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15437.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of a broken road or pothole,45.74%,LOW_CONFIDENCE
1551.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1551.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Electricity Dept,A photo of a broken street light,27.46%,LOW_CONFIDENCE
15526.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15526.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Electricity Dept,A photo of a broken street light,63.99%,MISMATCH
15544.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15544.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,58.20%,LOW_CONFIDENCE
15642.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15642.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,78.22%,MISMATCH
15653.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15653.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,41.63%,LOW_CONFIDENCE
15678.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15678.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,97.93%,MISMATCH
15698.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15698.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,85.32%,MISMATCH
15732.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15732.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,27.68%,LOW_CONFIDENCE
1581.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1581.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,41.51%,LOW_CONFIDENCE
15830.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15830.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,73.33%,MISMATCH
15834.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15834.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of a broken road or pothole,25.39%,LOW_CONFIDENCE
15926.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15926.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of water logging or flooded street,55.99%,LOW_CONFIDENCE
15927.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15927.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of construction material dumped on road,27.87%,LOW_CONFIDENCE
15934.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15934.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Public Health Dept,A photo of dead animal on street,23.87%,LOW_CONFIDENCE
1594.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1594.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,28.22%,LOW_CONFIDENCE
15946.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15946.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of a broken road or pothole,58.99%,LOW_CONFIDENCE
15992.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\15992.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Public Health Dept,A photo of dead animal on street,32.26%,LOW_CONFIDENCE
16004.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16004.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of construction material dumped on road,34.33%,LOW_CONFIDENCE
16035.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16035.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,56.49%,LOW_CONFIDENCE
16119.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16119.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,51.67%,LOW_CONFIDENCE
16128.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16128.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Electricity Dept,A photo of an open transformer,43.07%,LOW_CONFIDENCE
16129.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16129.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of a broken road or pothole,32.50%,LOW_CONFIDENCE
16142.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16142.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,83.91%,MISMATCH
1621.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1621.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of a broken road or pothole,50.75%,LOW_CONFIDENCE
16610.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16610.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,50.79%,LOW_CONFIDENCE
16688.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16688.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,42.52%,LOW_CONFIDENCE
1673.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1673.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of a broken road or pothole,36.30%,LOW_CONFIDENCE
1674.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1674.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of a broken road or pothole,36.30%,LOW_CONFIDENCE
16875.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16875.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of construction material dumped on road,53.74%,LOW_CONFIDENCE
16892.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16892.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of a blocked drain or sewer,31.73%,LOW_CONFIDENCE
1690.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1690.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of a blocked drain or sewer,46.00%,LOW_CONFIDENCE
16902.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16902.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of construction material dumped on road,40.48%,LOW_CONFIDENCE
16903.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\16903.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of construction material dumped on road,40.48%,LOW_CONFIDENCE
17056.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\17056.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Pollution Control Dept,A photo of air pollution or thick smoke,37.21%,LOW_CONFIDENCE
17142.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\17142.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of a blocked drain or sewer,48.26%,LOW_CONFIDENCE
1722.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1722.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Pollution Control Dept,A photo of air pollution or thick smoke,35.27%,LOW_CONFIDENCE
17230.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\17230.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,37.94%,LOW_CONFIDENCE
17315.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\17315.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Electricity Dept,A photo of dangling electrical wires,40.61%,LOW_CONFIDENCE
1746.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1746.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of a broken road or pothole,47.32%,LOW_CONFIDENCE
17497.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\17497.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,38.55%,LOW_CONFIDENCE
17539.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\17539.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of water logging or flooded street,33.51%,LOW_CONFIDENCE
17601.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\17601.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of water logging or flooded street,49.92%,LOW_CONFIDENCE
17602.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\17602.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of water logging or flooded street,50.12%,LOW_CONFIDENCE
17626.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\17626.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,80.25%,MISMATCH
1779.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1779.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,44.14%,LOW_CONFIDENCE
1784.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1784.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Pollution Control Dept,A photo of air pollution or thick smoke,84.19%,MISMATCH
1787.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1787.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,53.65%,LOW_CONFIDENCE
1800.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1800.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,31.77%,LOW_CONFIDENCE
18052.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18052.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of a broken road or pothole,37.34%,LOW_CONFIDENCE
18075.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18075.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of water logging or flooded street,43.37%,LOW_CONFIDENCE
18116.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18116.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of a broken road or pothole,50.51%,LOW_CONFIDENCE
18120.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18120.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of construction material dumped on road,34.01%,LOW_CONFIDENCE
1813.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1813.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,39.01%,LOW_CONFIDENCE
18130.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18130.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of construction material dumped on road,42.46%,LOW_CONFIDENCE
18168.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18168.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Electricity Dept,A photo of a broken street light,45.13%,LOW_CONFIDENCE
1820.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1820.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,52.56%,LOW_CONFIDENCE
18312.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18312.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Drainage Dept,A photo of a blocked drain or sewer,41.20%,LOW_CONFIDENCE
1832.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1832.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,58.18%,LOW_CONFIDENCE
18338.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18338.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,36.04%,LOW_CONFIDENCE
1836.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\1836.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Public Health Dept,A photo of dead animal on street,61.17%,MISMATCH
18394.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18394.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,96.06%,MISMATCH
18421.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18421.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Horticulture Dept,A photo of unmaintained park or dry plants,61.50%,MISMATCH
18463.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18463.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,49.54%,LOW_CONFIDENCE
18472.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18472.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Enforcement Dept,A photo of unauthorized construction,45.88%,LOW_CONFIDENCE
18538.jpg,CIVIL_ENGINEERING_DEPARTMENT-I\Road_Maintenance-_Road_Repair\18538.jpg,CIVIL_ENGINEERING_DEPARTMENT-I,Civil Engineering Dept,A photo of damaged pavement or footpath,49.13%,LOW_CONFIDENCE
